TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp
8/27/2018 0:00,164,0,25.72,25.74,94.1,23.9,28.74,8/27/2018 12:03,99.2,8/27/2018 22:37,29.28,8/27/2018 12:58,7.223,8/27/2018 11:52,22.6,8/27/2018 6:17,68.21,8/27/2018 12:59,22.6,8/27/2018 6:15,0,8/27/2018 0:02,0.087,0.7466162,155.1,6699.663,773,1.874,2.058,0.129,288.6,1.308,148.3,48.48,1.295,0.002,0.075,0.548,0.559,0.048,0.049,0.026,0,12.65,
8/28/2018 0:00,165,0,26.37,26.46,90.2,25.4,29.69,8/28/2018 14:00,100,8/28/2018 6:02,30.21,8/28/2018 13:59,9.26,8/28/2018 22:10,23.19,8/28/2018 4:08,66.98,8/28/2018 15:34,23.26,8/28/2018 4:12,0,8/28/2018 0:00,0.089,0.7637644,42.5,1835.93,772.7,1.803,1.905,0.146,147.3,1.59,138.9,38.73,1.377,0.005,0.094,0.647,0.758,0.051,0.025,0.009,0.001,12.66,
8/29/2018 0:00,166,0,25.91,25.96,90,25.7,28.16,8/29/2018 10:10,96.7,8/29/2018 0:58,28.47,8/29/2018 10:10,8.45,8/29/2018 14:11,24.18,8/29/2018 3:58,79.46,8/29/2018 10:06,24.31,8/29/2018 0:54,0,8/29/2018 0:13,0.035,0.297268,86.5,3736.528,772.6,0.79,0.85,0.072,164.3,1.475,131.6,39.11,1.098,0.031,0.175,0.597,0.601,0.052,0.014,0.002,0.002,12.67,
8/30/2018 0:00,167,0,24.66,24.71,91.7,21.89,27.38,8/30/2018 10:33,97.5,8/30/2018 8:03,27.83,8/30/2018 10:33,8.53,8/30/2018 10:46,22.23,8/30/2018 23:37,79.66,8/30/2018 11:00,22.37,8/30/2018 23:37,0,8/30/2018 1:58,0.041,0.3551234,155.4,6714.26,771.5,1.005,0.997,0.072,265.9,1.51,146.8,37.74,1.212,0.004,0.031,0.394,0.934,0.104,0.023,0.014,0.005,12.66,
8/31/2018 0:00,168,0,26.26,26.35,91,25.19,29.06,8/31/2018 13:16,95,8/31/2018 6:53,29.46,8/31/2018 13:12,8.85,8/31/2018 10:44,22.45,8/31/2018 0:00,70.55,8/31/2018 1:00,22.56,8/31/2018 0:01,0,8/31/2018 0:02,0.091,0.7772658,273.2,11804.14,772.7,1.673,1.793,0.143,433.3,2.086,142.2,35.67,1.628,0.004,0.051,0.724,1.174,0.103,0.017,0.01,0.004,12.66,
9/1/2018 0:00,169,0,25.93,25.98,98.7,23.29,29.28,9/1/2018 12:07,98.9,9/1/2018 23:55,29.75,9/1/2018 12:09,6.145,9/1/2018 10:11,22.83,9/1/2018 6:11,60.54,9/1/2018 10:48,22.78,9/1/2018 6:08,0,9/1/2018 0:00,0.097,0.830053,119.9,5178.591,772.4,1.981,2.165,0.14,238.6,1.168,136.6,54.66,1.18,0.023,0.208,0.549,0.271,0.032,0.061,0.023,0.002,12.65,
9/2/2018 0:00,170,0,25.62,25.69,99,23.72,29.66,9/2/2018 12:54,99.8,9/2/2018 6:13,30.11,9/2/2018 12:53,8.09,9/2/2018 21:25,22.13,9/2/2018 5:28,63.43,9/2/2018 12:36,22.06,9/2/2018 5:27,0,9/2/2018 0:04,0.091,0.7845623,21.04,908.8113,771.8,2.254,2.397,0.14,65.62,1.154,137.5,69.3,1.155,0.053,0.249,0.455,0.225,0.034,0.09,0.046,0.003,12.65,
9/3/2018 0:00,171,0,26.02,26.12,99.1,23.35,29.32,9/3/2018 13:16,100,9/3/2018 3:06,29.81,9/3/2018 13:29,7.585,9/3/2018 10:05,23.76,9/3/2018 23:39,73.73,9/3/2018 13:20,23.68,9/3/2018 23:54,0,9/3/2018 0:01,0.086,0.7420882,25.12,1085.012,771.9,1.877,2.001,0.14,73.7,1.41,149.8,49.31,1.491,0.009,0.039,0.503,0.726,0.045,0.052,0.034,0.002,12.65,
9/4/2018 0:00,172,0,26.18,26.25,99.2,24.04,29.78,9/4/2018 15:51,100,9/4/2018 3:02,30.42,9/4/2018 15:51,5.674,9/4/2018 12:14,23.41,9/4/2018 3:56,74.84,9/4/2018 15:52,23.24,9/4/2018 3:29,0,9/4/2018 0:01,0.082,0.7014955,35.47,1532.313,771.4,1.939,2.061,0.121,112.4,1.237,149.8,45.86,1.242,0.001,0.039,0.417,0.667,0.04,0.032,0.039,0.002,12.65,
9/5/2018 0:00,173,0,25.75,25.83,96.5,23.75,29.18,9/5/2018 12:56,100,9/5/2018 0:53,29.67,9/5/2018 12:56,7.183,9/5/2018 13:07,23.21,9/5/2018 13:58,69.28,9/5/2018 13:02,23.35,9/5/2018 13:55,0,9/5/2018 0:00,0.067,0.5774239,151.2,6531.702,772.4,1.695,1.787,0.095,278.7,0.895,169.1,64.09,0.908,0.014,0.05,0.208,0.373,0.051,0.096,0.093,0.01,12.65,
9/6/2018 0:00,174,0,25.85,25.95,98.9,23.64,29.81,9/6/2018 13:52,100,9/6/2018 5:12,30.21,9/6/2018 13:51,6.164,9/6/2018 13:55,22.39,9/6/2018 6:17,64.07,9/6/2018 14:21,22.22,9/6/2018 6:16,0,9/6/2018 0:00,0.11,0.9470964,64.31,2778.078,772.5,2.343,2.527,0.159,171.9,1.102,169,59.59,1.069,0.001,0.066,0.407,0.409,0.047,0.124,0.048,0.001,12.65,
9/7/2018 0:00,175,0,25.75,25.84,97.8,23.47,29.63,9/7/2018 13:04,100,9/7/2018 4:15,30.13,9/7/2018 13:06,5.9,9/7/2018 15:43,22.69,9/7/2018 6:03,65.64,9/7/2018 13:01,22.5,9/7/2018 6:02,0,9/7/2018 0:13,0.116,0.9952868,88,3803.593,772.3,2.417,2.592,0.164,297.7,1.134,184.2,58.09,1.112,0.002,0.063,0.34,0.461,0.076,0.158,0.033,0.001,12.65,
9/8/2018 0:00,176,0,25.84,25.95,98.1,23.55,29.45,9/8/2018 10:32,99.4,9/8/2018 5:45,29.94,9/8/2018 10:32,6.429,9/8/2018 14:29,23.13,9/8/2018 5:52,64.86,9/8/2018 10:02,23.14,9/8/2018 5:44,0,9/8/2018 0:03,0.085,0.7324662,41.71,1801.982,771.5,2.117,2.257,0.128,169.1,1.023,182.4,58.66,1.032,0.002,0.035,0.303,0.445,0.054,0.129,0.054,0.002,12.65,
9/9/2018 0:00,177,0,25.66,25.73,97.8,23.18,29.51,9/9/2018 11:55,99.8,9/9/2018 4:49,30.17,9/9/2018 11:55,5.253,9/9/2018 14:55,22.76,9/9/2018 5:56,63.18,9/9/2018 12:03,22.62,9/9/2018 6:28,0,9/9/2018 0:01,0.109,0.9361779,5.847,252.5826,771.1,2.301,2.489,0.156,12.83,0.995,164.1,89.2,0.97,0.15,0.376,0.153,0.035,0.075,0.144,0.052,0.01,12.64,
9/10/2018 0:00,178,0,25.56,25.61,98.4,22.92,29.54,9/10/2018 10:54,100,9/10/2018 4:15,30.08,9/10/2018 10:54,4.988,9/10/2018 13:50,22.38,9/10/2018 4:09,66.67,9/10/2018 10:55,22.22,9/10/2018 4:08,0,9/10/2018 0:00,0.094,0.8101513,1.658,71.61407,771,2.342,2.566,0.15,3.002,0.892,305.2,86.8,0.888,0.368,0.156,0.042,0.013,0.133,0.071,0.042,0.067,12.64,
9/11/2018 0:00,179,0,25.81,25.87,98.6,23.15,30.06,9/11/2018 13:42,100,9/11/2018 6:02,30.47,9/11/2018 13:42,5.9,9/11/2018 13:20,22.63,9/11/2018 6:00,63.38,9/11/2018 11:23,22.46,9/11/2018 5:57,0,9/11/2018 0:01,0.098,0.8405778,4.148,179.1815,771.5,2.414,2.589,0.156,18,0.97,175.3,57.13,1.077,0.011,0.088,0.303,0.338,0.1,0.104,0.025,0.001,12.64,
9/12/2018 0:00,180,0,26.15,26.2,92.7,25.61,29.5,9/12/2018 10:23,100,9/12/2018 2:55,30.06,9/12/2018 10:23,6.899,9/12/2018 12:08,22.61,9/12/2018 6:25,66.95,9/12/2018 10:01,22.29,9/12/2018 6:04,0,9/12/2018 0:05,0.076,0.6491416,4.576,197.7035,771,2.185,2.33,0.121,21.9,1.085,113.1,72,1.116,0.118,0.449,0.244,0.119,0.028,0.094,0.028,0.006,12.67,
9/13/2018 0:00,181,0,27.39,27.51,79.63,26.9,29.64,9/13/2018 12:00,99.2,9/13/2018 5:58,29.92,9/13/2018 13:15,8.28,9/13/2018 12:26,24.76,9/13/2018 6:27,67.06,9/13/2018 12:20,24.71,9/13/2018 6:30,0,9/13/2018 0:04,0.083,0.7144611,3.04,131.3243,770.7,1.291,1.385,0.127,8.29,1.782,104.6,43.24,1.332,0.163,0.556,0.733,0.299,0.02,0.004,0.002,0.005,12.66,
9/14/2018 0:00,182,0,25.31,25.45,95.6,24.22,27.21,9/14/2018 7:44,100,9/14/2018 21:31,27.35,9/14/2018 7:43,9.87,9/14/2018 10:11,22.42,9/14/2018 19:14,78.6,9/14/2018 0:05,22.56,9/14/2018 19:33,0,9/14/2018 0:06,0.037,0.3194562,4.759,205.587,769.6,1.347,1.371,0.058,7.808,1.518,120.9,49.93,1.207,0.06,0.221,0.524,0.612,0.057,0.021,0.017,0.006,12.66,
9/15/2018 0:00,183,0,26.38,26.44,94.6,24.87,30.13,9/15/2018 14:45,97.2,9/15/2018 5:45,30.59,9/15/2018 14:40,6.674,9/15/2018 12:44,23.73,9/15/2018 5:36,70.07,9/15/2018 14:45,23.62,9/15/2018 5:36,0,9/15/2018 0:00,0.086,0.7423204,10.1,436.4677,770.5,1.658,1.791,0.127,33.99,0.929,178,69.02,0.926,0.02,0.028,0.126,0.428,0.125,0.116,0.068,0.018,12.66,
9/16/2018 0:00,184,0,26.1,26.16,94.3,23.58,30.71,9/16/2018 14:16,96.9,9/16/2018 23:05,31.15,9/16/2018 14:26,5.733,9/16/2018 14:46,23.68,9/16/2018 6:32,67.71,9/16/2018 12:09,23.68,9/16/2018 23:01,0,9/16/2018 0:08,0.064,0.5465869,7.637,329.9084,772.5,1.938,2.069,0.104,16.63,0.771,220.2,60.06,0.712,0.008,0.011,0.062,0.244,0.116,0.197,0.122,0.011,12.65,
9/17/2018 0:00,185,0,26.12,26.22,99.6,24.39,29.48,9/17/2018 13:25,100,9/17/2018 5:45,29.95,9/17/2018 13:25,6.86,9/17/2018 9:35,23.19,9/17/2018 4:23,70.1,9/17/2018 15:25,23.19,9/17/2018 4:23,0,9/17/2018 0:00,0.09,0.7705017,3.439,148.5765,772.4,2.047,2.177,0.128,5.698,1.182,185.7,56.2,1.362,0.005,0.014,0.225,0.666,0.099,0.104,0.065,0.005,12.65,
9/18/2018 0:00,186,0,26.25,26.27,96.1,23.55,29.62,9/18/2018 12:27,100,9/18/2018 1:14,29.95,9/18/2018 12:27,6.791,9/18/2018 11:53,23.9,9/18/2018 23:22,70.06,9/18/2018 13:04,23.74,9/18/2018 23:23,0,9/18/2018 0:00,0.075,0.6439024,5.988,258.6965,772,1.652,1.833,0.12,13.17,1.13,140.3,30.8,1.238,0.001,0.032,0.381,0.661,0.039,0.01,0.004,0.001,12.65,
9/19/2018 0:00,187,0,26.56,26.56,91.4,25.07,29.44,9/19/2018 13:31,99.4,9/19/2018 6:33,29.82,9/19/2018 13:31,7.889,9/19/2018 10:43,24,9/19/2018 0:50,73.94,9/19/2018 15:57,23.75,9/19/2018 0:23,0,9/19/2018 0:00,0.075,0.6480336,1.459,63.01482,772.3,1.715,1.919,0.12,3.195,1.461,137,34.85,1.5,0.003,0.059,0.636,0.689,0.053,0.011,0.01,0,12.66,
9/20/2018 0:00,188,0,26.72,26.81,96.4,23.9,29.58,9/20/2018 11:28,98.7,9/20/2018 3:26,30.07,9/20/2018 11:28,7.458,9/20/2018 8:17,23.42,9/20/2018 1:10,67.26,9/20/2018 11:23,23.54,9/20/2018 1:13,0,9/20/2018 0:01,0.086,0.7405715,0.964,41.66412,772.9,1.851,1.956,0.12,3.229,1.758,147.3,47.91,1.411,0.009,0.058,0.537,0.964,0.089,0.048,0.047,0.005,12.65,
9/21/2018 0:00,189,0,25.84,25.88,97.1,24.07,28.75,9/21/2018 10:48,99.5,9/21/2018 4:08,29.41,9/21/2018 9:20,6.282,9/21/2018 16:28,22.91,9/21/2018 5:53,71.47,9/21/2018 9:29,22.74,9/21/2018 6:21,0,9/21/2018 0:00,0.065,0.5599309,1.979,85.49688,772.1,1.942,2.106,0.105,5.947,1.066,102.7,71.34,1.218,0.139,0.451,0.271,0.07,0.019,0.081,0.03,0.005,12.65,
9/22/2018 0:00,190,0,25.58,25.64,98.2,23.44,29.34,9/22/2018 10:31,100,9/22/2018 5:41,29.86,9/22/2018 10:31,5.645,9/22/2018 11:04,22.6,9/22/2018 6:31,66.43,9/22/2018 11:09,22.53,9/22/2018 6:32,0,9/22/2018 0:00,0.079,0.6790765,5.588,241.3949,771,2.14,2.316,0.134,12.09,0.917,153.2,79.26,1.05,0.142,0.309,0.167,0.107,0.035,0.095,0.051,0.011,12.65,
9/23/2018 0:00,191,0,26.03,26.08,93.1,24.07,29.77,9/23/2018 14:14,100,9/23/2018 4:48,30.27,9/23/2018 14:14,7.056,9/23/2018 13:07,23.03,9/23/2018 4:44,60.5,9/23/2018 13:41,22.97,9/23/2018 4:45,0,9/23/2018 0:00,0.103,0.8806571,7.678,331.6884,771.4,2.222,2.378,0.152,12.95,1.241,164.1,57.22,1.325,0.002,0.071,0.495,0.501,0.042,0.092,0.033,0.005,12.64,
9/24/2018 0:00,192,0,25.35,25.35,91.3,23.5,29.42,9/24/2018 15:27,100,9/24/2018 23:30,29.64,9/24/2018 15:27,7.82,9/24/2018 15:36,22.63,9/24/2018 18:30,66.21,9/24/2018 12:44,22.85,9/24/2018 18:47,0,9/24/2018 0:00,0.074,0.6385835,3.617,156.2675,773,2.117,2.267,0.125,7.148,1.155,157,52.15,1.339,0.006,0.087,0.438,0.459,0.053,0.084,0.025,0.002,12.64,
9/25/2018 0:00,193,1.2,25.39,25.44,97.9,24.13,29.27,9/25/2018 12:28,100,9/25/2018 20:25,29.89,9/25/2018 12:28,8.03,9/25/2018 17:16,23.13,9/25/2018 2:16,70.21,9/25/2018 10:11,23.18,9/25/2018 2:15,0,9/25/2018 0:16,0.06,0.5108586,25.96,1121.27,772.4,1.682,1.782,0.111,89.7,1.024,151,59.13,1.08,0.013,0.137,0.351,0.346,0.04,0.083,0.048,0.007,12.65,Pluiometro Dañado
9/26/2018 0:00,194,0.4,25.93,26.01,99,23.47,29.06,9/26/2018 13:23,100,9/26/2018 4:19,29.6,9/26/2018 13:07,6.233,9/26/2018 13:29,23.11,9/26/2018 6:17,65.72,9/26/2018 12:50,23.2,9/26/2018 6:18,0,9/26/2018 0:00,0.081,0.6918821,8.38,362.2296,771.9,1.877,1.983,0.129,20.15,1.09,138.2,75.46,1.181,0.021,0.218,0.559,0.117,0.012,0.074,0.087,0.001,12.64,
9/27/2018 0:00,195,101.1,25.9,25.98,93.8,24.75,28.49,9/27/2018 15:08,100,9/27/2018 5:35,28.88,9/27/2018 9:35,5.802,9/27/2018 11:34,22.93,9/27/2018 4:14,74.19,9/27/2018 14:42,22.76,9/27/2018 4:15,0,9/27/2018 0:01,0.064,0.5528796,29.35,1267.78,771.4,1.847,2.006,0.099,93.3,1.094,116.2,67.35,1.077,0.047,0.304,0.452,0.175,0.014,0.073,0.026,0.005,12.65,
9/28/2018 0:00,196,192.3,25.21,25.32,96.6,22.98,28.96,9/28/2018 12:30,100,9/28/2018 3:56,29.38,9/28/2018 10:57,7.007,9/28/2018 21:41,23.21,9/28/2018 22:37,68.5,9/28/2018 10:23,23.31,9/28/2018 22:45,0,9/28/2018 0:05,0.059,0.5031788,40.44,1746.982,771.4,1.618,1.711,0.106,77.44,1.086,151.8,50.01,1.191,0.009,0.074,0.33,0.542,0.062,0.036,0.027,0.006,12.64,
9/29/2018 0:00,197,360.3,25.12,25.25,98.7,23.47,28.23,9/29/2018 14:04,100,9/29/2018 3:05,28.71,9/29/2018 14:02,8.42,9/29/2018 0:18,22.41,9/29/2018 0:44,70.04,9/29/2018 13:58,22.59,9/29/2018 0:43,0,9/29/2018 0:00,0.066,0.5666234,82.9,3582.282,771.4,1.68,1.781,0.106,206.5,1.534,147.8,44.08,1.411,0.005,0.041,0.489,0.864,0.068,0.042,0.021,0.003,12.64,
9/30/2018 0:00,198,463.2,25.24,25.38,100,22.61,29.49,9/30/2018 13:33,100,9/30/2018 3:01,29.95,9/30/2018 13:30,5.233,9/30/2018 11:43,22.14,9/30/2018 6:16,60.23,9/30/2018 12:52,22.1,9/30/2018 6:25,0,9/30/2018 0:00,0.075,0.641187,146.1,6310.338,771.5,2.197,2.328,0.118,299.4,0.917,186.1,59.39,1.004,0.002,0.03,0.333,0.308,0.041,0.147,0.052,0.004,12.64,
10/1/2018 0:00,199,892,25.15,25.16,96.2,22,29.38,10/1/2018 10:41,100,10/1/2018 0:00,30.03,10/1/2018 10:41,5.165,10/1/2018 12:05,22.39,10/1/2018 5:05,67.54,10/1/2018 10:35,22.04,10/1/2018 6:32,0,10/1/2018 0:03,0.078,0.6729107,244.3,10552.88,771.2,2.32,2.539,0.131,442.7,0.79,193.9,80.6,0.766,0.099,0.18,0.19,0.037,0.087,0.173,0.018,0.006,12.63,
10/2/2018 0:00,200,808,24.65,24.67,96.3,22.19,29.8,10/2/2018 15:59,98.7,10/2/2018 6:19,29.72,10/2/2018 9:45,3.479,10/2/2018 11:36,21.13,10/2/2018 5:22,67.83,10/2/2018 16:00,20.88,10/2/2018 6:18,0,10/2/2018 0:04,0.071,0.6110867,192.1,8297.597,770.8,2.457,2.633,0.113,364.4,0.749,229.6,71.94,0.658,0.112,0.106,0.084,0.04,0.087,0.248,0.043,0.029,12.64,
10/3/2018 0:00,0,6.9,26.24,26.32,99,22.78,30.04,10/3/2018 12:04,99.6,10/3/2018 23:53,30.42,10/3/2018 12:02,5.39,10/3/2018 11:14,22.99,10/3/2018 22:40,51.38,10/3/2018 12:50,23.01,10/3/2018 22:20,0,10/3/2018 10:55,0.089,0.4164759,16.56,389.7751,770.6,2.35,2.499,0.132,21.97,0.915,197.3,53.36,0.928,0.003,0.008,0.136,0.428,0.098,0.171,0.068,0.003,12.6,Cambio 15 minuto Tabla de cada Hora
10/4/2018 0:00,1,271.2,24.47,24.55,95.8,23.5,27.8,10/4/2018 12:50,100,10/4/2018 1:54,28.33,10/4/2018 8:49,6.076,10/4/2018 11:17,22.54,10/4/2018 11:50,78.79,10/4/2018 12:40,22.8,10/4/2018 4:31,0,10/4/2018 0:00,0.04,0.345236,12.35,533.3531,771.2,1.383,1.502,0.08,18.64,0.773,239.8,49.81,0.78,0.007,0.012,0.12,0.178,0.048,0.267,0.136,0.005,12.63,Error programa con Pluviometro
10/5/2018 0:00,2,370.7,24.73,24.81,98,23.96,28.59,10/5/2018 10:44,100,10/5/2018 1:57,29.16,10/5/2018 10:44,7.624,10/5/2018 15:00,23.09,10/5/2018 16:17,72.52,10/5/2018 11:49,23.3,10/5/2018 6:24,0,10/5/2018 0:21,0.037,0.3133837,16.95,732.1663,772.1,1.439,1.541,0.065,31.85,0.816,195.9,69.07,0.985,0.01,0.031,0.153,0.382,0.066,0.084,0.08,0.01,12.64,
10/6/2018 0:00,3,667.1,24.97,25.1,99.3,22.5,27.96,10/6/2018 11:31,100,10/6/2018 21:05,28.43,10/6/2018 11:22,6.987,10/6/2018 12:48,22.5,10/6/2018 22:14,78.07,10/6/2018 9:06,22.69,10/6/2018 22:17,0,10/6/2018 0:06,0.039,0.3387721,3.924,169.501,771.9,1.757,1.817,0.062,5.445,1.191,167.4,61.25,1.036,0.023,0.036,0.299,0.554,0.07,0.104,0.093,0.012,12.62,
10/7/2018 0:00,4,721.2,25.19,25.38,91.7,24.07,27.75,10/7/2018 13:01,100,10/7/2018 0:30,28.25,10/7/2018 13:00,6.262,10/7/2018 23:50,22.81,10/7/2018 0:29,81.4,10/7/2018 12:57,22.94,10/7/2018 4:46,0,10/7/2018 0:00,0.044,0.3776059,6.673,288.2801,770.8,1.495,1.568,0.06,13.46,1.02,164.5,56.54,0.963,0.014,0.028,0.239,0.525,0.075,0.091,0.043,0.005,12.64,
10/8/2018 0:00,5,715.8,26.83,27.03,98.3,23.99,29.78,10/8/2018 13:01,99.1,10/8/2018 23:52,30.49,10/8/2018 13:00,6.35,10/8/2018 1:16,23.89,10/8/2018 23:08,69.27,10/8/2018 12:01,24.02,10/8/2018 23:15,0,10/8/2018 0:01,0.062,0.5316709,3.156,136.3186,772.2,1.351,1.442,0.085,4.434,1.418,148.3,46.67,1.047,0.01,0.05,0.362,0.818,0.111,0.04,0.02,0.007,12.63,
10/9/2018 0:00,6,193.3,25.37,25.48,100,22.9,28.96,10/9/2018 10:18,100,10/9/2018 22:45,29.66,10/9/2018 10:18,6.87,10/9/2018 9:19,23.11,10/10/2018 0:00,73.82,10/9/2018 10:30,23.23,10/9/2018 23:59,0,10/9/2018 0:05,0.062,0.5321826,14.72,635.9559,771.8,1.558,1.671,0.102,27.47,1.163,147.6,45.71,1.145,0.01,0.076,0.356,0.594,0.046,0.05,0.026,0.004,12.63,
10/10/2018 0:00,7,694.1,24.99,25.11,96.9,22.42,28.33,10/10/2018 13:44,100,10/10/2018 0:00,28.71,10/10/2018 13:43,6.586,10/10/2018 11:01,22.59,10/10/2018 4:01,72.76,10/10/2018 13:35,22.64,10/10/2018 3:22,0,10/10/2018 0:00,0.056,0.4834879,4.201,181.4916,770.8,1.928,2.024,0.095,8.32,0.965,152.8,84.8,1.031,0.122,0.305,0.227,0.066,0.035,0.144,0.058,0.009,12.62,
10/11/2018 0:00,8,112,24.67,24.74,99.7,22.98,28.95,10/11/2018 8:11,100,10/11/2018 2:59,29.38,10/11/2018 12:26,5.586,10/11/2018 14:49,21.88,10/11/2018 4:01,70.63,10/11/2018 12:30,21.8,10/11/2018 4:06,0,10/11/2018 0:00,0.049,0.4194411,20.48,884.7869,771.3,1.941,2.053,0.082,54.72,0.697,204.8,70.05,0.825,0.044,0.122,0.116,0.19,0.049,0.099,0.071,0.007,12.63,
10/12/2018 0:00,9,113.4,24.5,24.61,89,24.25,28.95,10/12/2018 10:37,100,10/12/2018 0:41,29.57,10/12/2018 10:36,7.497,10/12/2018 15:15,22.12,10/12/2018 19:42,75.84,10/12/2018 9:19,22.1,10/12/2018 4:59,0,10/12/2018 0:04,0.051,0.4399942,16.41,708.6971,771,1.883,2.013,0.092,31.1,1.058,192,67.82,1.079,0.013,0.026,0.238,0.46,0.101,0.11,0.1,0.012,12.64,
10/13/2018 0:00,10,128.6,23.58,23.76,99.7,22.47,26.32,10/13/2018 12:26,99.8,10/13/2018 3:35,26.86,10/13/2018 13:17,6.448,10/13/2018 11:11,21.24,10/13/2018 6:43,80.5,10/13/2018 12:29,21.33,10/13/2018 6:43,0,10/13/2018 0:01,0.045,0.3849742,58.98,2547.777,772.5,1.251,1.306,0.08,105.9,1.165,173.6,54.26,1.11,0.003,0.018,0.228,0.65,0.129,0.082,0.052,0.004,12.63,
10/14/2018 0:00,11,397.2,25.17,25.33,98,24.69,28.01,10/14/2018 13:21,100,10/14/2018 0:23,28.56,10/14/2018 9:19,6.527,10/14/2018 11:52,22.16,10/14/2018 6:15,76.26,10/14/2018 12:19,22.1,10/14/2018 6:01,0,10/14/2018 0:00,0.058,0.4954894,34.08,1472.151,772.7,2.026,2.137,0.082,90.7,1.001,161.3,50.22,1.137,0.006,0.016,0.204,0.608,0.063,0.056,0.045,0.004,12.64,
10/15/2018 0:00,12,723.1,24.59,24.75,95.3,24.6,28.22,10/15/2018 12:28,100,10/15/2018 4:21,28.8,10/15/2018 12:28,7.095,10/15/2018 1:11,21.85,10/15/2018 3:45,75.62,10/15/2018 12:32,22.11,10/15/2018 3:45,0,10/15/2018 0:00,0.043,0.3692815,46.02,1987.955,772.8,1.716,1.742,0.075,102.1,0.982,150,68.61,1.047,0.036,0.169,0.307,0.244,0.048,0.119,0.055,0.006,12.64,
10/16/2018 0:00,13,171.5,25.21,25.39,94.5,24.78,27.22,10/16/2018 11:33,100,10/16/2018 2:33,27.55,10/16/2018 11:35,6.497,10/16/2018 0:12,23.13,10/16/2018 1:15,83.8,10/16/2018 14:14,23.27,10/16/2018 1:08,0,10/16/2018 0:02,0.024,0.2022988,80.9,3494.697,771.6,1.168,1.235,0.032,110.4,0.809,136,70.25,0.778,0.032,0.164,0.244,0.182,0.038,0.099,0.047,0.003,12.64,
10/17/2018 0:00,14,256.6,25.99,26.14,90.2,24.33,28.1,10/17/2018 11:12,98.8,10/17/2018 5:14,28.57,10/17/2018 9:25,8.08,10/17/2018 11:18,23.82,10/17/2018 12:36,76.13,10/17/2018 9:37,24.04,10/17/2018 4:52,0,10/17/2018 0:01,0.062,0.5334213,41.09,1775.265,772.2,1.127,1.266,0.095,109.2,1.665,131.9,35.63,1.25,0.029,0.133,0.617,0.831,0.046,0.004,0.002,0.002,12.64,
10/18/2018 0:00,15,29.5,25.25,25.38,98.2,22.53,28.75,10/18/2018 12:08,99.7,10/18/2018 20:26,29.31,10/18/2018 12:08,6.684,10/18/2018 17:34,22.8,10/19/2018 0:00,64.27,10/18/2018 11:20,22.95,10/18/2018 23:59,0,10/18/2018 0:32,0.077,0.661431,33.36,1441.118,772.3,1.73,1.891,0.129,70.96,1.3,134.4,77.95,1.151,0.094,0.351,0.381,0.236,0.027,0.087,0.118,0.006,12.61,
10/19/2018 0:00,16,21.2,24.83,24.97,95.1,22.98,28.03,10/19/2018 10:47,100,10/19/2018 6:27,28.71,10/19/2018 12:41,6.262,10/19/2018 12:01,22.08,10/19/2018 3:18,69.79,10/19/2018 13:15,22.14,10/19/2018 5:18,0,10/19/2018 0:00,0.071,0.6101526,4.527,195.5562,771.2,1.978,2.13,0.12,12.57,1.102,82.2,83.9,1.097,0.219,0.394,0.186,0.067,0.029,0.13,0.06,0.018,12.62,
